source_plot,split,instance_id,safe_reject,coverage_critical,counted_negative,redundant_positive,protected_unknown
A1N,train,221,False,True,False,False,False
A1N,train,222,False,True,False,False,False
A1N,train,223,True,False,True,False,False
A1N,train,224,False,True,False,False,False
A1N,train,225,False,True,False,False,False
A1N,train,226,True,False,True,False,False
A1N,train,227,False,True,False,False,False
A1N,train,228,False,True,False,False,False
A1N,train,229,False,True,False,False,False
A1N,train,230,False,False,False,False,True
A1N,train,231,False,True,False,False,False
A1N,train,232,False,True,False,False,False
A1N,train,233,False,True,False,False,False
A1N,train,234,False,True,False,False,False
A1N,train,235,False,True,False,False,False
A1N,train,236,False,True,False,False,False
A1N,train,237,True,False,True,False,False
A1N,train,238,False,True,False,False,False
A1N,train,239,True,False,True,False,False
A1N,train,240,False,True,False,False,False
A1N,train,241,False,False,False,False,True
A1N,train,242,False,True,False,False,False
A1N,train,243,False,True,False,False,False
A1N,train,244,False,True,False,False,False
A1N,train,245,False,True,False,False,False
A1N,train,246,False,False,False,False,True
A1N,train,247,False,True,False,False,False
A1N,train,248,False,True,False,False,False
A1N,train,249,False,True,False,False,False
A1N,train,250,False,True,False,False,False
A1N,train,251,False,True,False,False,False
A1N,train,252,False,True,False,False,False
A1N,train,253,True,False,True,False,False
A1N,train,254,True,False,True,False,False
A1N,train,255,False,True,False,False,False
A1N,train,256,False,True,False,False,False
A1N,train,257,False,True,False,False,False
A1N,train,258,False,True,False,False,False
A1N,train,259,True,False,True,False,False
A1N,train,260,False,True,False,False,False
A1N,train,261,False,True,False,False,False
A1N,train,262,False,True,False,False,False
A1N,train,263,False,True,False,False,False
A1N,train,264,True,False,True,False,False
A1N,train,265,False,True,False,False,False
A1N,train,266,False,True,False,False,False
A1N,train,267,False,True,False,False,False
A1N,train,268,False,True,False,False,False
A1N,train,269,False,True,False,False,False
A1N,train,270,False,True,False,False,False
A1N,train,271,False,True,False,False,False
A1N,train,272,False,True,False,False,False
A1N,train,273,False,True,False,False,False
A1N,train,274,False,True,False,False,False
A1N,train,275,False,True,False,False,False
A1N,train,276,False,True,False,False,False
A1N,train,277,False,True,False,False,False
A1N,train,278,True,False,True,False,False
A1N,train,279,False,True,False,False,False
A1N,train,280,False,True,False,False,False
A1N,train,281,False,True,False,False,False
A1N,train,282,False,True,False,False,False
A1N,train,283,True,False,True,False,False
A1N,train,284,False,True,False,False,False
A1N,train,285,False,True,False,False,False
A1N,train,286,True,False,True,False,False
A1N,train,287,False,True,False,False,False
A1N,train,288,True,False,True,False,False
A1N,train,289,False,True,False,False,False
A1N,train,290,False,True,False,False,False
A1N,train,291,False,True,False,False,False
A1N,train,292,False,True,False,False,False
A1N,train,293,True,False,True,False,False
A1N,train,294,False,True,False,False,False
A1N,train,295,False,True,False,False,False
A1N,train,296,False,True,False,False,False
A1N,train,297,False,False,False,False,True
A1N,train,298,False,False,False,False,True
A1N,train,299,True,False,True,False,False
A1N,train,300,True,False,True,False,False
A1N,train,301,False,True,False,False,False
A1N,train,302,False,True,False,False,False
A1N,train,303,False,True,False,False,False
A1N,train,304,False,True,False,False,False
A1N,train,305,False,True,False,False,False
A1N,train,306,False,True,False,False,False
A1N,train,307,False,True,False,False,False
A1N,train,308,True,False,True,False,False
A1N,train,309,False,False,False,False,True
A1N,train,310,False,True,False,False,False
A1N,train,311,False,True,False,False,False
A1N,train,312,False,True,False,False,False
A1N,train,313,False,True,False,False,False
A1N,train,314,False,True,False,False,False
A1N,train,315,True,False,True,False,False
A1N,train,316,False,True,False,False,False
A1N,train,317,False,True,False,False,False
A1N,train,318,False,True,False,False,False
A1N,train,319,False,False,False,False,True
A1N,train,320,True,False,True,False,False
A1N,train,321,False,True,False,False,False
A1N,train,322,True,False,True,False,False
A1N,train,323,True,False,True,False,False
A1N,train,324,False,True,False,False,False
A1N,train,325,False,True,False,False,False
A1N,train,326,True,False,True,False,False
A1N,train,327,True,False,True,False,False
A1N,train,328,True,False,True,False,False
A1N,train,329,False,True,False,False,False
A1N,train,330,True,False,True,False,False
A1N,train,331,False,False,False,False,True
A1N,train,332,True,False,True,False,False
A1N,train,333,False,True,False,False,False
A1N,train,334,False,True,False,False,False
A1N,train,335,True,False,True,False,False
A1N,train,336,True,False,True,False,False
A1N,train,337,True,False,True,False,False
A1N,train,338,True,False,True,False,False
A1N,train,339,False,True,False,False,False
A1N,train,340,True,False,True,False,False
A1N,train,341,False,True,False,False,False
A1N,train,342,False,True,False,False,False
A1N,train,343,False,True,False,False,False
A1N,train,344,True,False,True,False,False
A1N,train,345,True,False,True,False,False
A1N,train,346,False,True,False,False,False
A1N,train,347,True,False,True,False,False
A1N,train,348,False,True,False,False,False
A1N,train,349,False,True,False,False,False
A1N,train,350,False,False,False,False,True
A1N,train,351,True,False,True,False,False
A1N,train,352,False,True,False,False,False
A1N,train,353,False,True,False,False,False
A1N,train,354,False,True,False,False,False
A1N,train,355,False,True,False,False,False
A1N,train,356,False,False,False,False,True
A1N,train,357,True,False,True,False,False
A1N,train,358,True,False,True,False,False
A1N,train,359,False,True,False,False,False
A1N,train,360,False,True,False,False,False
A1N,train,361,False,True,False,False,False
A1N,train,362,True,False,True,False,False
A1N,train,363,True,False,True,False,False
A1N,train,364,False,True,False,False,False
A1N,train,365,True,False,True,False,False
A1N,train,366,True,False,True,False,False
A1N,train,367,True,False,True,False,False
A1N,train,368,True,False,True,False,False
A1N,train,369,False,True,False,False,False
A1N,train,370,False,False,False,False,True
A1N,train,371,True,False,True,False,False
A1N,train,372,False,True,False,False,False
A1N,train,373,True,False,True,False,False
A1N,train,374,False,False,False,False,True
A1N,train,375,False,True,False,False,False
A1N,train,376,False,True,False,False,False
A1N,train,377,False,True,False,False,False
A1N,train,378,True,False,True,False,False
A1N,train,379,False,True,False,False,False
A1N,train,380,False,True,False,False,False
A1N,train,381,False,True,False,False,False
A1N,train,382,True,False,True,False,False
A1N,train,383,True,False,True,False,False
A1N,train,384,False,False,False,False,True
A1N,train,385,False,True,False,False,False
A1N,train,386,True,False,True,False,False
A1N,train,387,False,True,False,False,False
A1N,train,388,True,False,True,False,False
A1N,train,389,True,False,True,False,False
A1N,train,390,True,False,True,False,False
A1N,train,391,False,False,False,False,True
A1N,train,392,True,False,True,False,False
A1N,train,393,False,True,False,False,False
A1N,train,394,True,False,True,False,False
A1N,train,395,False,True,False,False,False
A1N,train,396,True,False,True,False,False
A1N,train,397,True,False,True,False,False
A1N,train,398,True,False,True,False,False
A1N,train,399,False,True,False,False,False
A1N,train,400,True,False,True,False,False
A1N,train,401,False,True,False,False,False
A1N,train,402,False,True,False,False,False
A1N,train,403,False,True,False,False,False
A1N,train,404,True,False,True,False,False
A1N,train,405,False,True,False,False,False
A1N,train,406,True,False,True,False,False
A1N,train,407,True,False,True,False,False
A1N,train,408,False,True,False,False,False
A1N,train,409,True,False,True,False,False
A1N,train,410,True,False,True,False,False
A1N,train,411,True,False,True,False,False
A1N,train,412,False,True,False,False,False
A1N,train,413,False,False,False,False,True
A1N,train,414,False,False,False,False,True
A1N,train,415,True,False,True,False,False
A1N,train,416,False,True,False,False,False
A1N,train,417,True,False,True,False,False
A1N,train,418,False,True,False,False,False
A1N,train,419,True,False,True,False,False
A1N,train,420,True,False,True,False,False
A1N,train,421,True,False,True,False,False
A1N,train,422,False,True,False,False,False
A1N,train,423,True,False,True,False,False
A1N,train,424,False,True,False,False,False
A1N,train,425,False,True,False,False,False
A1N,train,426,False,False,False,False,True
A1N,train,427,True,False,True,False,False
A1N,train,428,True,False,True,False,False
A1N,train,429,False,True,False,False,False
A1N,train,430,False,True,False,False,False
A1N,train,431,True,False,True,False,False
A1N,train,432,True,False,True,False,False
A1N,train,433,False,True,False,False,False
A1N,train,434,False,True,False,False,False
A1N,train,435,True,False,True,False,False
A1N,train,436,True,False,True,False,False
A1N,train,437,False,True,False,False,False
A1N,train,438,False,True,False,False,False
A1N,train,439,True,False,True,False,False
A1N,train,440,False,True,False,False,False
A1N,train,441,False,True,False,False,False
A1N,train,442,False,True,False,False,False
A1N,train,443,False,True,False,False,False
A1N,train,444,True,False,True,False,False
A1N,train,445,False,True,False,False,False
A1N,train,446,True,False,True,False,False
A1N,train,447,False,True,False,False,False
A1N,train,448,True,False,True,False,False
A1N,train,449,True,False,True,False,False
A1N,train,450,False,False,False,False,True
A1N,train,451,False,True,False,False,False
A1N,train,452,False,True,False,False,False
A1N,train,453,False,True,False,False,False
A1N,train,454,False,True,False,False,False
A1N,train,455,True,False,True,False,False
A1N,train,456,False,True,False,False,False
A1N,train,457,False,True,False,False,False
A1N,train,458,False,False,False,False,True
A1N,train,459,False,True,False,False,False
A1N,train,460,False,True,False,False,False
A1N,train,461,False,True,False,False,False
A1N,train,462,False,True,False,False,False
A1N,train,463,True,False,True,False,False
A1N,train,464,False,True,False,False,False
A1N,train,465,True,False,True,False,False
A1N,train,466,True,False,True,False,False
A1N,train,467,True,False,True,False,False
A1N,train,468,True,False,True,False,False
A1N,train,469,True,False,True,False,False
A1N,train,470,True,False,True,False,False
A1N,train,471,False,True,False,False,False
A1N,train,472,True,False,True,False,False
A1N,train,473,False,True,False,False,False
A1N,train,474,True,False,True,False,False
A1N,train,475,False,True,False,False,False
A1N,train,476,True,False,True,False,False
A1N,train,477,True,False,True,False,False
A1N,train,478,True,False,True,False,False
A1N,train,479,True,False,True,False,False
A1N,train,480,False,False,False,False,True
A1N,train,481,False,False,False,False,True
A1N,train,482,True,False,True,False,False
A1N,train,483,False,True,False,False,False
A1N,train,484,False,False,False,False,True
A1N,train,485,True,False,True,False,False
A1N,train,486,False,False,False,False,True
A1N,train,487,False,False,False,False,True
A1N,train,488,True,False,True,False,False
A1N,train,489,True,False,True,False,False
A1N,train,490,False,True,False,False,False
A1N,train,491,True,False,True,False,False
A1N,train,492,True,False,True,False,False
A1N,train,493,False,True,False,False,False
A1N,train,494,True,False,True,False,False
A1N,train,495,True,False,True,False,False
A1N,train,496,True,False,True,False,False
A1N,train,497,True,False,True,False,False
A1N,train,498,False,True,False,False,False
A1N,train,499,True,False,True,False,False
A1N,train,500,False,False,False,False,True
A1N,train,501,False,False,False,False,True
A1N,train,502,True,False,True,False,False
A1N,train,503,True,False,True,False,False
A1N,train,504,False,True,False,False,False
A1N,train,505,True,False,True,False,False
A1N,train,506,False,True,False,False,False
A1N,train,507,True,False,True,False,False
A1N,train,508,False,True,False,False,False
A1N,train,509,True,False,True,False,False
A1N,train,510,True,False,True,False,False
A1N,train,511,False,False,False,False,True
A1N,train,512,False,True,False,False,False
A1N,train,513,True,False,True,False,False
A1N,train,514,True,False,True,False,False
A1N,train,515,True,False,True,False,False
A1N,train,516,True,False,True,False,False
A1N,train,517,True,False,True,False,False
A1N,train,518,False,True,False,False,False
A1N,train,519,False,True,False,False,False
A1N,train,520,True,False,True,False,False
A1N,train,521,True,False,True,False,False
A1N,train,522,True,False,True,False,False
A1N,train,523,False,True,False,False,False
A1N,train,524,True,False,True,False,False
A1N,train,525,False,True,False,False,False
A1N,train,526,False,True,False,False,False
A1N,train,527,True,False,True,False,False
A1N,train,528,True,False,True,False,False
A1N,train,529,False,False,False,False,True
A1N,train,530,False,True,False,False,False
A1N,train,531,True,False,True,False,False
A1N,train,532,True,False,True,False,False
A1N,train,533,True,False,True,False,False
A1N,train,534,True,False,True,False,False
A1N,train,535,False,False,False,False,True
A1N,train,536,False,True,False,False,False
A1N,train,537,True,False,True,False,False
A1N,train,538,False,False,False,False,True
A1N,train,539,True,False,True,False,False
A1N,train,540,False,True,False,False,False
A1N,train,541,False,True,False,False,False
A1N,train,542,True,False,True,False,False
A1N,train,543,True,False,True,False,False
A1N,train,544,False,False,False,False,True
A1N,train,545,False,False,False,False,True
A1N,train,546,True,False,True,False,False
A1N,train,547,True,False,True,False,False
A1N,train,548,False,True,False,False,False
A1N,train,549,False,True,False,False,False
A1N,train,550,True,False,True,False,False
A1N,train,551,True,False,True,False,False
A1N,train,552,False,True,False,False,False
A1N,train,553,True,False,True,False,False
A1N,train,554,False,True,False,False,False
A1N,train,555,True,False,True,False,False
A1N,train,556,True,False,True,False,False
A1N,train,557,False,True,False,False,False
A1N,train,558,True,False,True,False,False
A1N,train,559,False,True,False,False,False
A1N,train,560,True,False,True,False,False
A1N,train,561,True,False,True,False,False
A1N,train,562,True,False,True,False,False
A1N,train,563,False,True,False,False,False
A1N,train,564,True,False,True,False,False
A1N,train,565,False,True,False,False,False
A1N,train,566,True,False,True,False,False
A1N,train,567,True,False,True,False,False
A1N,train,568,False,True,False,False,False
A1N,train,569,True,False,True,False,False
A1N,train,570,False,True,False,False,False
A1N,train,571,False,True,False,False,False
A1N,train,572,True,False,True,False,False
A1N,train,573,False,True,False,False,False
A1N,train,574,True,False,True,False,False
A1N,train,575,False,True,False,False,False
A1N,train,576,False,False,False,False,True
A1N,train,577,True,False,True,False,False
A1N,train,578,True,False,True,False,False
A1N,train,579,True,False,True,False,False
A1N,train,580,True,False,True,False,False
A1N,train,581,False,True,False,False,False
A1N,train,582,False,True,False,False,False
A1N,train,583,False,False,False,False,True
A1N,train,584,False,False,False,False,True
A1N,train,585,True,False,True,False,False
A1N,train,586,True,False,True,False,False
A1N,train,587,True,False,True,False,False
A1N,train,588,False,False,False,False,True
A1N,train,589,False,True,False,False,False
A1N,train,590,False,False,False,False,True
A1N,train,591,False,True,False,False,False
A1N,train,592,False,False,False,False,True
A1N,train,593,False,False,False,False,True
A1N,train,594,False,True,False,False,False
A1N,train,595,True,False,True,False,False
A1N,train,596,True,False,True,False,False
A1N,train,597,False,False,False,False,True
A1N,train,598,True,False,True,False,False
A1N,train,599,True,False,True,False,False
A1N,train,600,True,False,True,False,False
A1N,train,601,True,False,True,False,False
A1N,train,602,False,True,False,False,False
A1N,train,603,True,False,True,False,False
A1N,train,604,True,False,True,False,False
A1N,train,605,False,False,False,False,True
A1N,train,606,True,False,True,False,False
A1N,train,607,True,False,True,False,False
A1N,train,608,True,False,True,False,False
A1N,train,609,True,False,True,False,False
A1N,train,610,True,False,True,False,False
A1N,train,611,False,False,False,False,True
A1N,train,612,True,False,True,False,False
A1N,train,613,False,True,False,False,False
A1N,train,614,True,False,True,False,False
A1N,train,615,False,True,False,False,False
A1N,train,616,True,False,True,False,False
A1N,train,617,False,False,False,False,True
A1N,train,618,True,False,True,False,False
A1N,train,619,True,False,True,False,False
A1N,train,620,True,False,True,False,False
A1N,train,621,True,False,True,False,False
A1N,train,622,True,False,True,False,False
A1N,train,623,False,True,False,False,False
A1N,train,624,True,False,True,False,False
A1N,train,625,True,False,True,False,False
A1N,train,626,True,False,True,False,False
A1N,train,627,False,True,False,False,False
A1N,train,628,False,False,False,False,True
A1N,train,629,True,False,True,False,False
A1N,train,630,True,False,True,False,False
A1N,train,631,False,True,False,False,False
A1N,train,632,True,False,True,False,False
A1N,train,633,False,False,False,False,True
A1N,train,634,True,False,True,False,False
A1N,train,635,True,False,True,False,False
A1N,train,636,True,False,True,False,False
A1N,train,637,True,False,True,False,False
A1N,train,638,True,False,True,False,False
A1N,train,639,True,False,True,False,False
A1N,train,640,True,False,True,False,False
A1N,train,641,True,False,True,False,False
A1W,train,1,False,True,False,False,False
A1W,train,2,False,True,False,False,False
A1W,train,3,False,True,False,False,False
A1W,train,4,True,False,True,False,False
A1W,train,5,False,True,False,False,False
A1W,train,6,False,True,False,False,False
A1W,train,7,False,False,False,False,True
A1W,train,8,False,False,False,False,True
A1W,train,9,False,True,False,False,False
A1W,train,10,False,True,False,False,False
A1W,train,11,False,True,False,False,False
A1W,train,12,False,True,False,False,False
A1W,train,13,False,True,False,False,False
A1W,train,14,False,True,False,False,False
A1W,train,15,False,True,False,False,False
A1W,train,16,False,True,False,False,False
A1W,train,17,False,True,False,False,False
A1W,train,18,False,True,False,False,False
A1W,train,19,False,True,False,False,False
A1W,train,20,False,True,False,False,False
A1W,train,21,False,True,False,False,False
A1W,train,22,False,True,False,False,False
A1W,train,23,False,True,False,False,False
A1W,train,24,False,True,False,False,False
A1W,train,25,False,True,False,False,False
A1W,train,26,True,False,True,False,False
A1W,train,27,False,True,False,False,False
A1W,train,28,False,True,False,False,False
A1W,train,29,False,True,False,False,False
A1W,train,30,False,True,False,False,False
A1W,train,31,False,True,False,False,False
A1W,train,32,False,False,False,False,True
A1W,train,33,False,False,False,False,True
A1W,train,34,False,True,False,False,False
A1W,train,35,False,True,False,False,False
A1W,train,36,False,True,False,False,False
A1W,train,37,False,True,False,False,False
A1W,train,38,False,True,False,False,False
A1W,train,39,False,True,False,False,False
A1W,train,40,False,True,False,False,False
A1W,train,41,False,True,False,False,False
A1W,train,42,False,True,False,False,False
A1W,train,43,False,True,False,False,False
A1W,train,44,False,True,False,False,False
A1W,train,45,True,False,True,False,False
A1W,train,46,False,True,False,False,False
A1W,train,47,False,True,False,False,False
A1W,train,48,False,True,False,False,False
A1W,train,49,False,True,False,False,False
A1W,train,50,False,True,False,False,False
A1W,train,51,False,True,False,False,False
A1W,train,52,False,True,False,False,False
A1W,train,53,False,True,False,False,False
A1W,train,54,False,True,False,False,False
A1W,train,55,False,True,False,False,False
A1W,train,56,False,True,False,False,False
A1W,train,57,False,True,False,False,False
A1W,train,58,False,True,False,False,False
A1W,train,59,False,True,False,False,False
A1W,train,60,False,True,False,False,False
A1W,train,61,False,True,False,False,False
A1W,train,62,False,True,False,False,False
A1W,train,63,False,True,False,False,False
A1W,train,64,False,True,False,False,False
A1W,train,65,False,True,False,False,False
A1W,train,66,False,True,False,False,False
A1W,train,67,False,True,False,False,False
A1W,train,68,False,True,False,False,False
A1W,train,69,False,True,False,False,False
A1W,train,70,False,True,False,False,False
A1W,train,71,False,True,False,False,False
A1W,train,72,False,True,False,False,False
A1W,train,73,False,True,False,False,False
A1W,train,74,False,True,False,False,False
A1W,train,75,False,True,False,False,False
A1W,train,76,False,True,False,False,False
A1W,train,77,False,True,False,False,False
A1W,train,78,False,True,False,False,False
A1W,train,79,False,True,False,False,False
A1W,train,80,False,True,False,False,False
A1W,train,81,False,True,False,False,False
A1W,train,82,False,True,False,False,False
A1W,train,83,False,True,False,False,False
A1W,train,84,False,True,False,False,False
A1W,train,85,False,True,False,False,False
A1W,train,86,False,True,False,False,False
A1W,train,87,False,True,False,False,False
A1W,train,88,False,True,False,False,False
A1W,train,89,False,True,False,False,False
A1W,train,90,False,True,False,False,False
A1W,train,91,False,True,False,False,False
A1W,train,92,True,False,True,False,False
A1W,train,93,False,True,False,False,False
A1W,train,94,False,True,False,False,False
A1W,train,95,False,True,False,False,False
A1W,train,96,True,False,True,False,False
A1W,train,97,False,True,False,False,False
A1W,train,98,False,True,False,False,False
A1W,train,99,False,True,False,False,False
A1W,train,100,False,True,False,False,False
A1W,train,101,True,False,True,False,False
A1W,train,102,False,True,False,False,False
A1W,train,103,False,True,False,False,False
A1W,train,104,False,True,False,False,False
A1W,train,105,False,True,False,False,False
A1W,train,106,False,True,False,False,False
A1W,train,107,False,True,False,False,False
A1W,train,108,False,True,False,False,False
A1W,train,109,False,True,False,False,False
A1W,train,110,False,True,False,False,False
A1W,train,111,True,False,True,False,False
A1W,train,112,False,True,False,False,False
A1W,train,113,False,True,False,False,False
A1W,train,114,False,True,False,False,False
A1W,train,115,False,True,False,False,False
A1W,train,116,False,True,False,False,False
A1W,train,117,False,True,False,False,False
A1W,train,118,False,True,False,False,False
A1W,train,119,False,True,False,False,False
A1W,train,120,False,True,False,False,False
A1W,train,121,False,True,False,False,False
A1W,train,122,True,False,True,False,False
A1W,train,123,False,True,False,False,False
A1W,train,124,False,False,False,False,True
A1W,train,125,False,True,False,False,False
A1W,train,126,False,True,False,False,False
A1W,train,127,False,True,False,False,False
A1W,train,128,False,True,False,False,False
A1W,train,129,False,True,False,False,False
A1W,train,130,False,True,False,False,False
A1W,train,131,False,True,False,False,False
