replicate,commission_area,f1_area
132,0.16904311186939314,0.6095388923012459
133,0.19106760018805152,0.5981814105845562
134,0.1921441208930905,0.6020957320491528
135,0.17696529601661065,0.6085454375189365
136,0.1887579688944229,0.6046816775976491
137,0.18970616268410492,0.6026996054415226
138,0.18066093351943552,0.5982765901413082
139,0.19725237338328014,0.5973902261430275
140,0.1957637212265498,0.608046759421896
141,0.18519462585404173,0.6016416282035711
142,0.1676776091756322,0.6156635025792917
143,0.191827422147584,0.5951182613942704
144,0.19812731323465838,0.5894024658514692
145,0.18769840888829578,0.6110692839105012
146,0.18573934674441525,0.6037274847887837
147,0.19185288108667675,0.6061605007803709
148,0.2030327775914879,0.594253398335374
149,0.18682138658117659,0.5926867482219822
150,0.1950816226102187,0.5994369975862266
151,0.19103159639265888,0.5940103054192939
152,0.19124801216374798,0.5948015194211803
153,0.1852295358025365,0.5952638087330723
154,0.19689749011670543,0.594069381218165
155,0.18814317058885888,0.5983124931937316
156,0.191889636167824,0.602071420118929
157,0.18783137616505022,0.5983756650861736
158,0.19856486443284366,0.5965539133348849
159,0.19581486291621567,0.5853591954616877
160,0.18885375853583156,0.6029897072738085
161,0.180813173859952,0.6116536860988322
162,0.18212771088331925,0.610166113807704
163,0.18068584521523698,0.6091271830316047
164,0.19217785381594113,0.6049118402726283
165,0.17569871194202397,0.6084931869874233
166,0.1870006337811735,0.5944934650023529
167,0.19162921641713285,0.5992661640580114
168,0.18572594388640098,0.6098149810645127
169,0.1805146820498277,0.5995549906141017
170,0.17740044351470405,0.6053762790229573
171,0.1930824064196643,0.6014971339376971
172,0.18953469976443474,0.6001412386710542
173,0.19544038366993305,0.5909849310417927
174,0.19183728370134498,0.5989633159294607
175,0.18752863744800527,0.5982438286233366
176,0.1865259460544012,0.6043653654643155
177,0.18597260090885434,0.6038244772200396
178,0.1935858508586741,0.5923769987720681
179,0.18508270652055223,0.6159001669454832
180,0.19320350451123894,0.5978323033370957
181,0.19054119318765536,0.5999142292856013
182,0.18624261153761704,0.6071068104080274
183,0.19344898497648583,0.5951098440336205
184,0.18660430763258373,0.6029260716477644
185,0.186262780882661,0.5935433347705716
186,0.17514227597486454,0.6060072904249032
187,0.17749062612151834,0.6102655882040752
188,0.18840979305309466,0.5952887964347879
189,0.18255323521763459,0.6117411770383052
190,0.1883253714355261,0.600709522796585
191,0.19937787310185837,0.5947058294953235
192,0.18212036507194,0.6062773890210379
193,0.20390030561964406,0.5900658246053487
194,0.19256314248765827,0.5973185723823515
195,0.19149612197354085,0.5989070917475159
196,0.18348433796311828,0.602447496340271
197,0.18743401012712,0.604737252645246
198,0.19539254407309548,0.5944360428898592
199,0.18047128534156287,0.6098822603663304
200,0.18668941495438784,0.5917502427536957
201,0.18478632145369586,0.5984056748723525
202,0.17897466057119704,0.6169811656808003
203,0.19069773917269278,0.6026480259415207
204,0.1844401993478409,0.5965647206421731
205,0.19180119841334847,0.6030276865173201
206,0.19991177802664536,0.5924277868292991
207,0.19745367790794488,0.6029622007471571
208,0.19204782251644578,0.5968571959833052
209,0.18609597923814883,0.6017044751612891
210,0.1895853560396457,0.6009274815493761
211,0.1929737070566686,0.5960899972645721
212,0.17860825246329515,0.6116937618947913
213,0.18881764172027263,0.5959887746441278
214,0.18146143499672063,0.6090303957022716
215,0.19150723096123082,0.6054251558458951
216,0.19181146439163066,0.6037865596218701
217,0.19208997000315134,0.5996494160299727
218,0.20039981592272996,0.5939224686410298
219,0.18775260537837302,0.5951497610901102
220,0.18638149244902538,0.6105998953591993
221,0.18714484227166497,0.6034980216565248
222,0.1753592240388803,0.6169759085353956
223,0.18707233991208747,0.5972356546856762
224,0.19167527391933403,0.6016610513584679
225,0.19412947410450124,0.5986375558080357
226,0.19378472806475427,0.5939278954154507
227,0.1900117655124486,0.6028464383911809
228,0.18707002101712517,0.6004362805080148
229,0.1922134841389134,0.5989305460655008
230,0.1852868934247943,0.6111839458542535
231,0.176370097498674,0.6090672592549182
232,0.19720840835782377,0.6000206976401925
233,0.17757825869146998,0.6014866665320666
234,0.18774911124134266,0.5981752553928864
235,0.18495306676426693,0.5989145016607083
236,0.18566381579148705,0.6043576475194096
237,0.19103909355164042,0.6029363873764592
238,0.2011659878955079,0.5954968597120042
239,0.1753404827186326,0.6056234689711493
240,0.18947631017538522,0.5981311345541569
241,0.18797319736482998,0.6050435263630248
242,0.18842097220051537,0.601993358973098
243,0.18727349331513027,0.6025917290648726
244,0.18065221836307774,0.6103391483865663
245,0.18371382223786045,0.6061101357066799
246,0.19074851279486107,0.6008994507798344
247,0.1835044365908574,0.5951649862481198
248,0.18574239450603522,0.6016237433097091
249,0.1843574977011414,0.5986167089124886
250,0.17956261713705254,0.6152423594291287
251,0.19665726225801372,0.5984467903172694
252,0.17786713110879845,0.6017886807966601
253,0.19343741277593104,0.598016900108604
254,0.2004562597878094,0.5837871225121407
255,0.18379712451482394,0.6061883943527
256,0.18714282631441131,0.6051391254813944
257,0.18986932643036344,0.6102258734298318
258,0.1778769726517937,0.6056260688193554
259,0.17903773759599448,0.6093370836468683
260,0.19071652522115423,0.6058984124002926
261,0.17768840316441814,0.6120096587424776
262,0.17853138406848,0.6088780551570321
263,0.18525941565477763,0.6065910268951399
264,0.1902065702477082,0.6060510696084953
265,0.17496305989071814,0.6170504856482008
266,0.19045802668593542,0.6012896844548417
267,0.18766779231634195,0.6047552037125667
268,0.19032438564803186,0.6061407563631176
269,0.1940125285496493,0.5996866284292905
270,0.18979642550114478,0.5941838343819561
271,0.18250813544852126,0.6033056518499383
272,0.1901827912293375,0.604751991687197
273,0.18404656326340119,0.6114595061129992
274,0.19594795822640962,0.588352650548648
275,0.18344338558950501,0.6034765532260872
276,0.18784679180722186,0.5946360059659124
277,0.17252273210770427,0.6121750707766387
278,0.19093621658011842,0.5965338771993984
279,0.1824659535843314,0.6085914784469395
280,0.19800728073052729,0.5977484920182546
281,0.18860298060944794,0.603608244203776
282,0.18457833061071055,0.6116925167406082
283,0.18571907006540714,0.6097911178683284
284,0.19008836570417523,0.6050799218366117
285,0.19952038352553067,0.5954719905537128
286,0.19447917157720027,0.5993166386631164
287,0.1946188240882158,0.5963746978269376
288,0.18878767121194273,0.5925483722914375
289,0.18959492801963,0.5952612988743229
290,0.1939108167844666,0.6048655325647435
291,0.1763821140372011,0.6146692298147728
292,0.17110650547083425,0.6083565412764507
293,0.1884095317833573,0.6026130694536604
294,0.18111424167678725,0.606456186009474
295,0.1990857782430179,0.5983339419734705
296,0.1953456654414973,0.5938018133398685
297,0.18262901135337953,0.6064949111138713
298,0.18521729282067817,0.6032743016222897
299,0.18405636248405274,0.6053223435587568
300,0.18644550002924443,0.6032403492472487
301,0.1999065536778025,0.5938178076450507
302,0.1978661396614946,0.5929530285306062
303,0.19379907012331782,0.5982095944251438
304,0.19699260857839662,0.6011082745014129
305,0.19612283317542067,0.5996987236618505
306,0.2020143236221956,0.5901120743051372
307,0.18286016687474535,0.6090628477345104
308,0.18383251229453595,0.6092332337889815
309,0.19474661593482792,0.5893632046965677
310,0.1817444243135959,0.6070607674324909
311,0.18120014115542038,0.611058827199835
312,0.17742331454845708,0.60896934885274
313,0.198270631827182,0.6060041153584997
314,0.1883911990327905,0.605532346636321
315,0.1749328907119304,0.6107135873134447
316,0.17502392220747412,0.6132727674224921
317,0.189532831134345,0.6019329116283753
318,0.18659217637992825,0.6055083556982003
319,0.1823119430347266,0.6024859495272351
320,0.1869516971192499,0.6044041012636041
321,0.18189717260576185,0.6067266952175319
322,0.1884500061782445,0.6040786702970511
323,0.18907770400248938,0.6052193432476045
324,0.17878045329294284,0.6091824581621681
325,0.1882863198240718,0.6001022566041078
326,0.19234862997616692,0.5983811185867495
327,0.19116559089632365,0.6036335396205583
328,0.1826584850847954,0.6127442644290677
329,0.17672435049089708,0.620089612974634
330,0.1751079374740008,0.6150804550520801
331,0.18538085698564544,0.5973419620127204
332,0.18952204038484208,0.6088340866906232
333,0.17979012324781438,0.6149663810137834
334,0.18211053710977482,0.6195647777123687
335,0.176553137248096,0.6001483107722964
336,0.18824137083413806,0.5971212928867523
337,0.18264587658988166,0.5959008700311963
338,0.19232500567945388,0.6028867887025728
339,0.19093514044421375,0.6013747689246575
340,0.185048680322772,0.606906971108886
341,0.18839296971996292,0.6020785857379765
342,0.18480024294693162,0.597964967844468
343,0.19185128002354002,0.5916895568733297
344,0.19645733258150777,0.5847897112060139
345,0.1926189289317783,0.6038696471776531
346,0.18191200600202684,0.6058501421680635
347,0.1885376112634066,0.6039139130546495
348,0.187759139202618,0.6068090054844657
349,0.19522858767582058,0.6031474207865243
350,0.19184633140472523,0.599109321138499
351,0.19012372186304782,0.6034975127532063
352,0.1849276740312564,0.6019002963479504
353,0.198576589625303,0.5932421210951521
354,0.1855793040038635,0.6023504487839403
355,0.18709807030206832,0.6015584385395507
356,0.1769224787960197,0.6064667598771549
357,0.19380827308292486,0.6028965665110022
358,0.1772482966829451,0.6136437960706461
359,0.18751467442120148,0.5993660580155722
360,0.1812509231130448,0.6092749281592069
361,0.16989865346666122,0.6089167838705477
362,0.18007835459234925,0.6040022180792772
363,0.1968064217538772,0.5905458749464468
364,0.18386060801681922,0.5936335024001207
365,0.1825565751162336,0.6111061956240119
366,0.18185967280823864,0.6020132452232517
367,0.1898297848900025,0.601722320297278
368,0.19935448262663427,0.6001099151187181
369,0.19241707502580618,0.5987488696615788
370,0.19331978621040524,0.5957714959029206
371,0.17132694157455391,0.6033969247726989
372,0.19520404259603638,0.5967414049475267
373,0.1807862948976405,0.5928693393961603
374,0.18873416367244142,0.6004785322345264
375,0.18353522278348183,0.5988638040545997
376,0.1805157290986619,0.592770351840011
377,0.18533715286772356,0.5993055493622016
378,0.19131800386790374,0.598458125844518
379,0.19055915842295448,0.5966708859645795
380,0.1894839282174769,0.6092256153728262
381,0.1893595163042554,0.6021871535289491
382,0.18621662623210136,0.5982132039710403
383,0.19243868328841915,0.5948579786855792
384,0.18745409966107812,0.6021307518319167
385,0.17891492142831084,0.6076943267532056
386,0.1784591607999441,0.6070612713645737
387,0.1928771770911434,0.6016768835791528
388,0.18750979460868253,0.6012177307991113
389,0.19463892256490078,0.5968060902973531
390,0.1845743625911339,0.6190401777941148
391,0.1933278778179697,0.5961853730911097
392,0.19026566567612002,0.5983401923253276
393,0.19224020256981708,0.596066301848226
394,0.1808183293828964,0.6083610090018176
395,0.1780925288715272,0.6094573329895806
396,0.18779657604389013,0.6053431557184676
397,0.1927193816038447,0.5955821753921782
398,0.19134224056281887,0.6001717375600175
399,0.19322786973537512,0.6003181689935169
400,0.19042647854858497,0.6028049535130101
401,0.19163103139980528,0.5951709275774989
402,0.18939529699827296,0.6016547019629879
403,0.19067178333510565,0.6007998621173616
404,0.17658009489320972,0.6108664417815667
405,0.18370595928797,0.6107900661352642
406,0.19746658887263138,0.5970072110021982
407,0.19157552826912191,0.6062576885201815
408,0.1801347872824727,0.6112913626103063
409,0.18760605766050686,0.6005078814020829
410,0.19203234999045024,0.5920964326928126
411,0.18473578508283264,0.5937879914372007
412,0.19740152942322758,0.6039232406173911
413,0.18392153268220934,0.6094108021760011
414,0.1928649857672042,0.6003775664530564
415,0.17220524481077307,0.6170712001297192
416,0.18870181519294058,0.6076735058624405
417,0.18078569867607147,0.6032479112558526
418,0.18314244255849507,0.6027934345652126
419,0.19454292256193415,0.6049387275109749
420,0.19782660694871207,0.6023822863555118
421,0.1801822451570514,0.6113744155638394
422,0.19006192658748947,0.5925665239672036
423,0.17794989449114468,0.6097951448499264
424,0.18474327892105824,0.5969574704549858
425,0.19326283975726277,0.6068062236829777
426,0.1826426491221024,0.608163794862436
427,0.17452081852019663,0.6172545981965621
428,0.18388528462935488,0.604231884854375
429,0.19097964020442584,0.6030488131822749
430,0.18196831074968142,0.6166037694118999
431,0.18498619590695337,0.6050138005404868
432,0.1831379531053608,0.6120885748559621
433,0.18156903982763645,0.6140347034642248
434,0.1928499581741464,0.5980425408274147
435,0.1753759467946464,0.6141428566844187
436,0.18778506970963987,0.614360744044878
437,0.1969989574668441,0.6049915182243515
438,0.1875804155555452,0.6022111335329384
439,0.18892010169848933,0.5970582640745403
440,0.19818417320379675,0.5916509568802432
441,0.18643820087115284,0.5997037096359376
442,0.18550606229562006,0.6032789537417647
443,0.19702800009012583,0.5979159744110413
444,0.19051789745395498,0.6122661163929197
445,0.1842946093144534,0.608973169404675
446,0.18723269693344427,0.602700245060876
447,0.1687509762945201,0.6219143629324166
448,0.19201702454063252,0.5937171314733365
449,0.17649198620360257,0.6182328121633864
450,0.19793599480747257,0.5963952663559415
451,0.18696888841869394,0.6088053433059134
452,0.1893964231031454,0.5973619880270946
453,0.20132574351616514,0.5859442694631815
454,0.1917086714999287,0.6016642881478054
455,0.18544182370560094,0.6113438814283843
456,0.1790531954688823,0.6135200859664209
457,0.18015973252782752,0.6025868260888858
458,0.18063315324171073,0.6072549576920077
459,0.17927355436590273,0.6115328433266863
460,0.20019880968003193,0.5941333665711253
461,0.1942510690210559,0.605406456174902
462,0.18600056749941762,0.5974653959525958
463,0.17596211055826735,0.611820236571536
464,0.18663797970036305,0.6035341815130695
465,0.18640137789260336,0.6037597141399803
466,0.187936162278487,0.606718680520968
467,0.19128866468702133,0.6060297281420325
468,0.18137110843811538,0.603046244487568
469,0.1938154424488901,0.5950598045822197
470,0.17709533847550593,0.6017600779822408
471,0.1898244424070281,0.5934450437465759
472,0.17315230405683685,0.6178117727682466
473,0.17622335810988998,0.6144600885106948
474,0.19113908191668671,0.6040316778786701
475,0.18004912681899818,0.611494085893975
476,0.1881652733320459,0.5950650999352741
477,0.18538941782250237,0.6092530434139841
478,0.19438730932129977,0.5930958403641245
479,0.19373275620762137,0.594851809236943
480,0.1843802902508484,0.5972671024634868
481,0.18301010397298312,0.6029473502371023
482,0.2004431723387928,0.5959889742885924
483,0.18918432471928592,0.5938065816699504
484,0.18867843784765168,0.599253902166826
485,0.18819463281432858,0.6040255723157759
486,0.17788124438733127,0.6076528162785328
487,0.18308064236376997,0.599523251507879
488,0.18261724497400758,0.6093585866862881
489,0.18161518234352653,0.6078747966728031
490,0.18756574997085187,0.5949446685109699
491,0.18033551646510862,0.5960093673545783
492,0.18023412134439676,0.6139778728185381
493,0.1834442392380274,0.598243827882987
494,0.18180525475301276,0.6030644318003702
495,0.19061287114300154,0.6101101162318034
496,0.17524478728764256,0.6118028296140297
497,0.18689532462870134,0.5994159615607827
498,0.19514359112470886,0.6072111758652694
499,0.2039888174461876,0.5931466090219676
500,0.18927167762449917,0.6096081258457655
501,0.192801481722395,0.5895016847764919
502,0.18522370012232603,0.6075450141625125
503,0.18995471539760578,0.5984527755645791
504,0.1785882133211783,0.6188217440086432
505,0.17982700615644115,0.6005240389928309
506,0.19217149840712605,0.6035329213129392
507,0.20827563984059888,0.5884394550491113
508,0.19175917299132533,0.6012628495546954
509,0.18067387453215655,0.6111544109263177
510,0.19643428485977607,0.5940091924731334
511,0.1944161454526057,0.5962732318213597
512,0.1972147508724831,0.5979103182113924
513,0.17640894395910275,0.6078846458427365
514,0.17735912457410682,0.6144889176088466
515,0.1799667834599475,0.6009076998716897
516,0.180388389255042,0.6177389417260232
517,0.19619900356994563,0.6070601324287184
518,0.18966922245679863,0.611302569558612
519,0.1854936715893113,0.6059014988839397
520,0.18025897976419675,0.6086810778850639
521,0.18986424208435604,0.6018197977651341
522,0.19161397286378348,0.604443828771321
523,0.18629756255530586,0.6055021927879123
524,0.1798020273639479,0.6081035204746371
525,0.18014256553850408,0.6060982837246849
526,0.19090463878233158,0.6031194586951559
527,0.20205047552708003,0.6020384269032488
528,0.1812244502972106,0.6136597768247015
529,0.1959282291302751,0.5968551839620002
530,0.18155690610783307,0.6162252636803466
531,0.19971469116011922,0.5975883063280538
532,0.1819806638015972,0.6016652568996632
533,0.19969821208346666,0.5888145957607704
534,0.17433768961018806,0.6166917949597515
535,0.1915589306570539,0.5960041581567482
536,0.18276224362645196,0.6083020393955479
537,0.1841446012146048,0.607188412487161
538,0.19082057194444943,0.600234834553689
539,0.18660864543153813,0.6073797487621959
540,0.18009141562820347,0.6126381518002844
541,0.19171533887016076,0.601125807842114
542,0.1884659258974766,0.599768348169475
543,0.19526472579348209,0.5959659255244537
544,0.19711207508845144,0.5901380479065234
545,0.19358883996093113,0.5965982625801638
546,0.19053630566664073,0.6014831679456819
547,0.17743694907854224,0.6079786171462364
548,0.20351552245860155,0.5879862901087572
549,0.19725342716725117,0.5962281994774551
550,0.19448953943992534,0.6014273449763772
551,0.1844274819157496,0.6021011592033623
552,0.17221211868795228,0.61112222904802
553,0.1891714244499987,0.6011826956063357
554,0.17789032660526077,0.6083998140792469
555,0.19572910190201384,0.6039296248424899
556,0.209348569895367,0.592118657113214
557,0.19667885484278172,0.589786466852858
558,0.17921943668754742,0.597166869162078
559,0.18447330101078874,0.6105908117429627
560,0.18061069058105958,0.6094488809045998
561,0.1821928418636024,0.6115469905199749
562,0.19526412542238258,0.5973831613628267
563,0.19123461890004345,0.6038804488015654
564,0.19009804382480228,0.6002509529259441
565,0.18764739790215465,0.6067491455708524
566,0.18387769036012677,0.6004094843847263
567,0.1897594529072503,0.5970365925002263
568,0.18480318584926547,0.6034399449508315
569,0.18665268089241507,0.6008352181252224
570,0.18974323128031353,0.591180379160332
571,0.19541254198558458,0.6004100968632937
572,0.1900246873370827,0.5989170719137772
573,0.18067250499805007,0.6161628564418989
574,0.1817484033061316,0.6182168518573203
575,0.1963020729247973,0.5982936782226436
576,0.1940075075551884,0.5978761664044164
577,0.17372652352474927,0.6057454132739126
578,0.18353672414196692,0.6089488640328992
579,0.18676342780282817,0.5981145181002686
580,0.18700804540622906,0.5987880236982691
581,0.18291324798467287,0.6039878984105742
582,0.18040566566319874,0.6170848291333274
583,0.17721390009276416,0.6138835124254178
584,0.17577897300520592,0.6013805214007762
585,0.19369801549046822,0.59952085481331
586,0.18074892731794695,0.6029765277323621
587,0.17923847991240885,0.6089586416554925
588,0.19268043115528363,0.5967390011778083
589,0.19177378824998634,0.591999310391838
590,0.1803893830942261,0.6022559087022912
591,0.18160506758363898,0.6041610790363791
592,0.18892089712798157,0.5992803189343987
593,0.1845802733158788,0.5951623672171925
594,0.19156769831776696,0.6016530720619426
595,0.19643270699260632,0.6008363592386213
596,0.18323308694473925,0.611957915319496
597,0.1910833303273782,0.5947356881730106
598,0.19161310421294317,0.6109734859879047
599,0.1998958315090535,0.5971323658394976
600,0.1691671881305752,0.6216796341125139
601,0.18345453475108797,0.6088145032551252
602,0.18757743208275096,0.609018587062906
603,0.18709962209255726,0.6062138358177552
604,0.19343730765509407,0.6031073879993635
605,0.18278888707864296,0.6027594382708321
606,0.19503994714107292,0.5898545731700413
607,0.1933602946744826,0.5934868063498878
608,0.19361775323796143,0.5980607253930885
609,0.17848569300834818,0.6003709995815895
610,0.19077824640157293,0.5954846038529
611,0.18449132394310222,0.6050058963635414
612,0.18609120448020783,0.6003711605852174
613,0.19285118091541026,0.6052744779471214
614,0.19214426747791566,0.5947465463366657
615,0.19660107728029022,0.5956183300932645
616,0.19054144594253827,0.5931273989581515
617,0.19088172258657402,0.5897619250136361
618,0.1757603123166627,0.6258268006111602
619,0.1814101306839503,0.5998548306605596
620,0.1925502845616606,0.5962249890118874
621,0.1964136276277453,0.5917399876954454
622,0.19270253218757813,0.5964608101114377
623,0.19776531589121357,0.5904400893631825
624,0.19324110103874226,0.5962931775182013
625,0.1860399667550136,0.602037710160448
626,0.1994699269606123,0.60182976418812
627,0.18049665276344823,0.6022145923301364
628,0.19272968187053668,0.5888821794902186
629,0.18175567168011372,0.6070513985503008
630,0.17236556785810536,0.6114708164340921
631,0.18068050322683687,0.5977576953917249
632,0.19449178588216923,0.5911834887409733
633,0.19171490693029894,0.6059573020574952
634,0.18855112767280338,0.5976368338023237
635,0.17649718247676605,0.6050326546074012
636,0.18204012657612745,0.6025242166470699
637,0.1886530422672019,0.5975717825188243
638,0.19788813600147614,0.5909563397696993
639,0.17733897164632959,0.6042051771248704
640,0.18801683147319695,0.5900111578813005
641,0.18300246535675388,0.5953835655024425
642,0.17649567572210106,0.6063167066271367
643,0.18068951323320923,0.602616103680873
644,0.18259103735021634,0.597344397488235
645,0.17498509640217796,0.6064857549756794
646,0.18916516979114806,0.5987577020983311
647,0.19304802949007324,0.601303578142322
648,0.18843274147097436,0.5902177893602001
649,0.18698390327061915,0.6076128585792294
650,0.1851991202102465,0.6121495157596748
651,0.19709902020306036,0.5945957142067697
652,0.1848965302227883,0.6016941808375802
653,0.17248891302755454,0.6028544402306755
654,0.18935470587005246,0.6099731090338252
655,0.19989326623240167,0.5880039709270488
656,0.1955141233292048,0.595094698312021
657,0.19155411447215517,0.5964307530842063
658,0.1814785961299972,0.6034621399448092
659,0.1826097747852349,0.6046782152932144
660,0.19421605384649454,0.5983923928055017
661,0.17849888138564207,0.6068095235800786
662,0.18457022784078206,0.5979103783010726
663,0.1865813555307796,0.6072426522022694
664,0.1990716726395805,0.5892736287805421
665,0.1767733067012326,0.6115306365514125
666,0.18016791787108513,0.615727538874131
667,0.18478039534574786,0.5953562281184894
668,0.19026811430418478,0.6155743651393714
669,0.18185401633449488,0.5966735026850307
670,0.1830958809719936,0.604684082576611
671,0.1857713573323386,0.5941487740982414
672,0.17929092219380047,0.600400579597254
673,0.19015457851767645,0.602379072226113
674,0.18081567109365076,0.6047319461557638
675,0.16908327157568775,0.6136829228563635
676,0.19720358186465398,0.592007445049757
677,0.1920041351148174,0.5976278899208092
678,0.1884080214543858,0.5964143239811178
679,0.18094531209086165,0.6074060188901633
680,0.1894282487710416,0.5874642935217781
681,0.18998565521987507,0.6060487666201565
682,0.18514800007794635,0.6072103887604678
683,0.1868097908266806,0.5996670112559251
684,0.18479226439089472,0.6171299194604644
685,0.1846249100357109,0.6047073940254701
686,0.1868080666742189,0.6013050281911038
687,0.17765556040127606,0.6206075812046234
688,0.19144192297562102,0.6032958411787932
689,0.18284412503660255,0.6046415277073521
690,0.18787743334299362,0.6041388319079922
691,0.1887172648693213,0.5997216991439812
692,0.1767368506594343,0.6149892246839728
693,0.18671467915556694,0.6058478982757161
694,0.19662246531664385,0.6052056647173882
695,0.19721666174678165,0.599069432696656
696,0.18376032744333157,0.6054095889675765
697,0.18851911799892418,0.6110362360361847
698,0.17378159862111353,0.6160958507040356
699,0.18689499602285933,0.6009312168998467
700,0.18466088918421472,0.5955537680693824
701,0.19504559637644883,0.586364076103074
702,0.1884012019712286,0.6006338597019008
703,0.17887177714740324,0.6089466408473301
